file,kind,vessel_px,total_px,vessel_frac
train_103_b0002.png,b,342,7225,0.047335640138408304
train_103_b0003.png,b,0,7225,0.0
train_103_b0004.png,b,0,7225,0.0
train_103_b0100.png,b,0,7225,0.0
train_103_b0101.png,b,0,7225,0.0
train_103_b0102.png,b,935,7225,0.12941176470588237
train_103_b0103.png,b,0,7225,0.0
train_103_b0104.png,b,0,7225,0.0
train_103_b0200.png,b,0,7225,0.0
train_103_b0201.png,b,0,7225,0.0
train_103_b0202.png,b,852,7225,0.11792387543252596
train_103_b0203.png,b,0,7225,0.0
train_103_b0204.png,b,0,7225,0.0
train_103_b0300.png,b,0,7225,0.0
train_103_b0301.png,b,0,7225,0.0
train_103_b0302.png,b,814,7225,0.11266435986159169
train_103_b0303.png,b,0,7225,0.0
train_103_b0304.png,b,0,7225,0.0
train_103_b0400.png,b,0,7225,0.0
train_103_b0401.png,b,0,7225,0.0
train_103_b0402.png,b,162,7225,0.022422145328719723
train_103_b0403.png,b,243,7225,0.033633217993079584
train_103_b0404.png,b,0,7225,0.0
train_103_p0000.png,p,0,7225,0.0
train_103_p0001.png,p,249,7310,0.03406292749658003
train_103_p0002.png,p,193,7225,0.02671280276816609
train_103_p0003.png,p,0,7225,0.0
train_103_p0004.png,p,0,7310,0.0
train_103_p0005.png,p,0,7225,0.0
train_103_p0100.png,p,0,7310,0.0
train_103_p0101.png,p,792,7396,0.10708491076257437
train_103_p0102.png,p,1156,7310,0.15813953488372093
train_103_p0103.png,p,86,7310,0.011764705882352941
train_103_p0104.png,p,0,7396,0.0
train_103_p0105.png,p,0,7310,0.0
train_103_p0200.png,p,0,7225,0.0
train_103_p0201.png,p,0,7310,0.0
train_103_p0202.png,p,202,7225,0.02795847750865052
train_103_p0203.png,p,790,7225,0.10934256055363321
train_103_p0204.png,p,0,7310,0.0
train_103_p0205.png,p,0,7225,0.0
train_103_p0300.png,p,0,7225,0.0
train_103_p0301.png,p,0,7310,0.0
train_103_p0302.png,p,428,7225,0.05923875432525952
train_103_p0303.png,p,385,7225,0.05328719723183391
train_103_p0304.png,p,0,7310,0.0
train_103_p0305.png,p,0,7225,0.0
train_103_p0400.png,p,0,7310,0.0
train_103_p0401.png,p,0,7396,0.0
train_103_p0402.png,p,37,7310,0.00506155950752394
train_103_p0403.png,p,774,7310,0.10588235294117647
train_103_p0404.png,p,0,7396,0.0
train_103_p0405.png,p,0,7310,0.0
train_103_p0500.png,p,0,7225,0.0
train_103_p0501.png,p,0,7310,0.0
train_103_p0502.png,p,0,7225,0.0
train_103_p0503.png,p,0,7225,0.0
train_103_p0504.png,p,0,7310,0.0
train_103_p0505.png,p,0,7225,0.0
train_104_b0000.png,b,1190,7225,0.16470588235294117
train_104_b0001.png,b,1234,7225,0.17079584775086507
train_104_b0002.png,b,0,7225,0.0
train_104_b0003.png,b,0,7225,0.0
train_104_b0004.png,b,0,7225,0.0
train_104_b0100.png,b,1593,7225,0.22048442906574395
train_104_b0101.png,b,0,7225,0.0
train_104_b0102.png,b,0,7225,0.0
train_104_b0103.png,b,0,7225,0.0
train_104_b0104.png,b,0,7225,0.0
train_104_b0200.png,b,1699,7225,0.23515570934256055
train_104_b0201.png,b,162,7225,0.022422145328719723
train_104_b0202.png,b,0,7225,0.0
train_104_b0203.png,b,0,7225,0.0
train_104_b0204.png,b,0,7225,0.0
train_104_b0300.png,b,24,7225,0.0033217993079584776
train_104_b0301.png,b,0,7225,0.0
train_104_b0302.png,b,0,7225,0.0
train_104_b0303.png,b,0,7225,0.0
train_104_b0304.png,b,0,7225,0.0
train_104_b0400.png,b,0,7225,0.0
train_104_b0401.png,b,0,7225,0.0
train_104_b0402.png,b,0,7225,0.0
train_104_b0403.png,b,0,7225,0.0
train_104_b0404.png,b,0,7225,0.0
train_104_p0000.png,p,0,7225,0.0
train_104_p0001.png,p,1117,7310,0.15280437756497947
train_104_p0002.png,p,726,7225,0.10048442906574394
train_104_p0003.png,p,0,7225,0.0
train_104_p0004.png,p,0,7310,0.0
train_104_p0005.png,p,0,7225,0.0
train_104_p0100.png,p,0,7310,0.0
train_104_p0101.png,p,1518,7396,0.20524607896160085
train_104_p0102.png,p,0,7310,0.0
train_104_p0103.png,p,0,7310,0.0
train_104_p0104.png,p,0,7396,0.0
train_104_p0105.png,p,0,7310,0.0
train_104_p0200.png,p,1230,7225,0.17024221453287197
train_104_p0201.png,p,240,7310,0.03283173734610123
train_104_p0202.png,p,0,7225,0.0
train_104_p0203.png,p,0,7225,0.0
train_104_p0204.png,p,0,7310,0.0
train_104_p0205.png,p,0,7225,0.0
train_104_p0300.png,p,1045,7225,0.14463667820069204
train_104_p0301.png,p,742,7310,0.1015047879616963
train_104_p0302.png,p,0,7225,0.0
train_104_p0303.png,p,0,7225,0.0
train_104_p0304.png,p,0,7310,0.0
train_104_p0305.png,p,0,7225,0.0
train_104_p0400.png,p,0,7310,0.0
train_104_p0401.png,p,0,7396,0.0
train_104_p0402.png,p,0,7310,0.0
train_104_p0403.png,p,0,7310,0.0
train_104_p0404.png,p,0,7396,0.0
train_104_p0405.png,p,0,7310,0.0
train_104_p0500.png,p,0,7225,0.0
train_104_p0501.png,p,0,7310,0.0
train_104_p0502.png,p,0,7225,0.0
train_104_p0503.png,p,0,7225,0.0
train_104_p0504.png,p,0,7310,0.0
train_104_p0505.png,p,0,7225,0.0
train_105_b0000.png,b,4,7225,0.0005536332179930796
train_105_b0001.png,b,1680,7225,0.23252595155709344
train_105_b0002.png,b,1505,7225,0.2083044982698962
train_105_b0003.png,b,0,7225,0.0
train_105_b0004.png,b,0,7225,0.0
train_105_b0100.png,b,0,7225,0.0
train_105_b0101.png,b,649,7225,0.08982698961937716
train_105_b0102.png,b,789,7225,0.10920415224913495
train_105_b0103.png,b,419,7225,0.057993079584775085
train_105_b0104.png,b,0,7225,0.0
train_105_b0200.png,b,0,7225,0.0
train_105_b0201.png,b,695,7225,0.09619377162629758
train_105_b0202.png,b,587,7225,0.08124567474048443
train_105_b0203.png,b,108,7225,0.01494809688581315
train_105_b0204.png,b,0,7225,0.0
train_105_b0300.png,b,0,7225,0.0
train_105_b0301.png,b,771,7225,0.1067128027681661
train_105_b0302.png,b,0,7225,0.0
train_105_b0303.png,b,0,7225,0.0
train_105_b0304.png,b,0,7225,0.0
train_105_b0400.png,b,0,7225,0.0
train_105_b0401.png,b,81,7225,0.011211072664359861
train_105_b0402.png,b,381,7225,0.05273356401384083
train_105_b0403.png,b,0,7225,0.0
train_105_b0404.png,b,0,7225,0.0
train_105_p0000.png,p,0,7225,0.0
train_105_p0001.png,p,985,7310,0.1347469220246238
train_105_p0002.png,p,1118,7225,0.15474048442906574
train_105_p0003.png,p,0,7225,0.0
train_105_p0004.png,p,0,7310,0.0
train_105_p0005.png,p,0,7225,0.0
train_105_p0100.png,p,0,7310,0.0
train_105_p0101.png,p,10,7396,0.0013520822065981612
train_105_p0102.png,p,1286,7310,0.1759233926128591
train_105_p0103.png,p,734,7310,0.10041039671682626
train_105_p0104.png,p,0,7396,0.0
train_105_p0105.png,p,0,7310,0.0
train_105_p0200.png,p,0,7225,0.0
train_105_p0201.png,p,0,7310,0.0
train_105_p0202.png,p,1002,7225,0.13868512110726644
train_105_p0203.png,p,731,7225,0.1011764705882353
train_105_p0204.png,p,0,7310,0.0
train_105_p0205.png,p,0,7225,0.0
train_105_p0300.png,p,0,7225,0.0
train_105_p0301.png,p,0,7310,0.0
train_105_p0302.png,p,767,7225,0.10615916955017302
train_105_p0303.png,p,223,7225,0.030865051903114185
train_105_p0304.png,p,0,7310,0.0
train_105_p0305.png,p,0,7225,0.0
train_105_p0400.png,p,0,7310,0.0
train_105_p0401.png,p,0,7396,0.0
train_105_p0402.png,p,687,7310,0.09398084815321478
train_105_p0403.png,p,0,7310,0.0
train_105_p0404.png,p,0,7396,0.0
train_105_p0405.png,p,0,7310,0.0
train_105_p0500.png,p,0,7225,0.0
train_105_p0501.png,p,0,7310,0.0
train_105_p0502.png,p,154,7225,0.021314878892733563
train_105_p0503.png,p,5,7225,0.0006920415224913495
train_105_p0504.png,p,0,7310,0.0
train_105_p0505.png,p,0,7225,0.0
train_106_b0000.png,b,0,7225,0.0
train_106_b0001.png,b,0,7225,0.0
train_106_b0002.png,b,0,7225,0.0
train_106_b0003.png,b,0,7225,0.0
train_106_b0004.png,b,0,7225,0.0
train_106_b0100.png,b,0,7225,0.0
train_106_b0101.png,b,1696,7225,0.23474048442906575
train_106_b0102.png,b,1005,7225,0.13910034602076124
train_106_b0103.png,b,706,7225,0.09771626297577855
train_106_b0104.png,b,79,7225,0.010934256055363321
train_106_b0200.png,b,491,7225,0.06795847750865051
train_106_b0201.png,b,1798,7225,0.24885813148788927
train_106_b0202.png,b,1699,7225,0.23515570934256055
train_106_b0203.png,b,560,7225,0.07750865051903114
train_106_b0204.png,b,707,7225,0.09785467128027682
train_106_b0300.png,b,311,7225,0.04304498269896194
train_106_b0301.png,b,461,7225,0.06380622837370242
train_106_b0302.png,b,102,7225,0.01411764705882353
train_106_b0303.png,b,0,7225,0.0
train_106_b0304.png,b,0,7225,0.0
train_106_b0400.png,b,0,7225,0.0
train_106_b0401.png,b,0,7225,0.0
train_106_b0402.png,b,0,7225,0.0
train_106_b0403.png,b,0,7225,0.0
train_106_b0404.png,b,0,7225,0.0
train_106_p0000.png,p,0,7225,0.0
train_106_p0001.png,p,0,7310,0.0
train_106_p0002.png,p,0,7225,0.0
train_106_p0003.png,p,0,7225,0.0
train_106_p0004.png,p,0,7310,0.0
train_106_p0005.png,p,0,7225,0.0
train_106_p0100.png,p,0,7310,0.0
train_106_p0101.png,p,461,7396,0.06233098972417523
train_106_p0102.png,p,1080,7310,0.14774281805745554
train_106_p0103.png,p,363,7310,0.04965800273597811
train_106_p0104.png,p,0,7396,0.0
train_106_p0105.png,p,0,7310,0.0
train_106_p0200.png,p,0,7225,0.0
train_106_p0201.png,p,1255,7310,0.1716826265389877
train_106_p0202.png,p,8,7225,0.0011072664359861593
train_106_p0203.png,p,1627,7225,0.22519031141868512
train_106_p0204.png,p,896,7310,0.1225718194254446
train_106_p0205.png,p,563,7225,0.07792387543252595
train_106_p0300.png,p,0,7225,0.0
train_106_p0301.png,p,1883,7310,0.2575923392612859
train_106_p0302.png,p,1395,7225,0.1930795847750865
train_106_p0303.png,p,453,7225,0.06269896193771626
train_106_p0304.png,p,0,7310,0.0
train_106_p0305.png,p,0,7225,0.0
train_106_p0400.png,p,0,7310,0.0
train_106_p0401.png,p,0,7396,0.0
train_106_p0402.png,p,0,7310,0.0
train_106_p0403.png,p,0,7310,0.0
train_106_p0404.png,p,0,7396,0.0
train_106_p0405.png,p,0,7310,0.0
train_106_p0500.png,p,0,7225,0.0
train_106_p0501.png,p,0,7310,0.0
train_106_p0502.png,p,0,7225,0.0
train_106_p0503.png,p,0,7225,0.0
train_106_p0504.png,p,0,7310,0.0
train_106_p0505.png,p,0,7225,0.0
train_107_b0000.png,b,0,7225,0.0
train_107_b0001.png,b,0,7225,0.0
train_107_b0002.png,b,0,7225,0.0
train_107_b0003.png,b,0,7225,0.0
train_107_b0004.png,b,0,7225,0.0
train_107_b0100.png,b,0,7225,0.0
train_107_b0101.png,b,0,7225,0.0
train_107_b0102.png,b,0,7225,0.0
train_107_b0103.png,b,0,7225,0.0
train_107_b0104.png,b,0,7225,0.0
train_107_b0200.png,b,605,7225,0.0837370242214533
train_107_b0201.png,b,898,7225,0.12429065743944637
train_107_b0202.png,b,0,7225,0.0
train_107_b0203.png,b,0,7225,0.0
train_107_b0204.png,b,0,7225,0.0
train_107_b0300.png,b,416,7225,0.05757785467128028
train_107_b0301.png,b,682,7225,0.09439446366782007
train_107_b0302.png,b,0,7225,0.0
train_107_b0303.png,b,0,7225,0.0
train_107_b0304.png,b,0,7225,0.0
train_107_b0400.png,b,1228,7225,0.16996539792387544
train_107_b0401.png,b,39,7225,0.005397923875432526
train_107_b0402.png,b,320,7225,0.044290657439446365
train_107_b0403.png,b,652,7225,0.09024221453287197
train_107_b0404.png,b,0,7225,0.0
train_107_p0000.png,p,0,7225,0.0
train_107_p0001.png,p,0,7310,0.0
train_107_p0002.png,p,0,7225,0.0
train_107_p0003.png,p,0,7225,0.0
train_107_p0004.png,p,0,7310,0.0
train_107_p0005.png,p,0,7225,0.0
train_107_p0100.png,p,0,7310,0.0
train_107_p0101.png,p,0,7396,0.0
train_107_p0102.png,p,0,7310,0.0
train_107_p0103.png,p,0,7310,0.0
train_107_p0104.png,p,0,7396,0.0
train_107_p0105.png,p,0,7310,0.0
train_107_p0200.png,p,0,7225,0.0
train_107_p0201.png,p,136,7310,0.018604651162790697
train_107_p0202.png,p,0,7225,0.0
train_107_p0203.png,p,0,7225,0.0
train_107_p0204.png,p,0,7310,0.0
train_107_p0205.png,p,0,7225,0.0
train_107_p0300.png,p,0,7225,0.0
train_107_p0301.png,p,1624,7310,0.22216142270861833
train_107_p0302.png,p,340,7225,0.047058823529411764
train_107_p0303.png,p,0,7225,0.0
train_107_p0304.png,p,0,7310,0.0
train_107_p0305.png,p,0,7225,0.0
train_107_p0400.png,p,0,7310,0.0
train_107_p0401.png,p,1212,7396,0.16387236343969713
train_107_p0402.png,p,0,7310,0.0
train_107_p0403.png,p,356,7310,0.048700410396716826
train_107_p0404.png,p,177,7396,0.02393185505678745
train_107_p0405.png,p,0,7310,0.0
train_107_p0500.png,p,0,7225,0.0
train_107_p0501.png,p,1185,7310,0.16210670314637482
train_107_p0502.png,p,1005,7225,0.13910034602076124
train_107_p0503.png,p,1471,7225,0.20359861591695502
train_107_p0504.png,p,787,7310,0.10766073871409029
train_107_p0505.png,p,0,7225,0.0
train_108_b0000.png,b,600,7225,0.08304498269896193
train_108_b0001.png,b,1143,7225,0.15820069204152248
train_108_b0002.png,b,0,7225,0.0
train_108_b0003.png,b,0,7225,0.0
train_108_b0004.png,b,0,7225,0.0
train_108_b0100.png,b,0,7225,0.0
train_108_b0101.png,b,525,7225,0.0726643598615917
train_108_b0102.png,b,1836,7225,0.2541176470588235
train_108_b0103.png,b,157,7225,0.021730103806228373
train_108_b0104.png,b,0,7225,0.0
train_108_b0200.png,b,0,7225,0.0
train_108_b0201.png,b,0,7225,0.0
train_108_b0202.png,b,743,7225,0.10283737024221454
train_108_b0203.png,b,454,7225,0.06283737024221453
train_108_b0204.png,b,0,7225,0.0
train_108_b0300.png,b,0,7225,0.0
train_108_b0301.png,b,0,7225,0.0
train_108_b0302.png,b,675,7225,0.09342560553633218
train_108_b0303.png,b,0,7225,0.0
train_108_b0304.png,b,0,7225,0.0
train_108_b0400.png,b,0,7225,0.0
train_108_b0401.png,b,0,7225,0.0
train_108_b0402.png,b,653,7225,0.09038062283737024
train_108_b0403.png,b,11,7225,0.0015224913494809689
train_108_b0404.png,b,0,7225,0.0
train_108_p0000.png,p,0,7225,0.0
train_108_p0001.png,p,1,7310,0.00013679890560875513
train_108_p0002.png,p,0,7225,0.0
train_108_p0003.png,p,0,7225,0.0
train_108_p0004.png,p,0,7310,0.0
train_108_p0005.png,p,0,7225,0.0
train_108_p0100.png,p,0,7310,0.0
train_108_p0101.png,p,1437,7396,0.19429421308815575
train_108_p0102.png,p,1622,7310,0.22188782489740083
train_108_p0103.png,p,317,7310,0.043365253077975376
train_108_p0104.png,p,0,7396,0.0
train_108_p0105.png,p,0,7310,0.0
train_108_p0200.png,p,0,7225,0.0
train_108_p0201.png,p,0,7310,0.0
train_108_p0202.png,p,294,7225,0.04069204152249135
train_108_p0203.png,p,1180,7225,0.16332179930795848
train_108_p0204.png,p,0,7310,0.0
train_108_p0205.png,p,0,7225,0.0
train_108_p0300.png,p,0,7225,0.0
train_108_p0301.png,p,0,7310,0.0
train_108_p0302.png,p,0,7225,0.0
train_108_p0303.png,p,842,7225,0.11653979238754325
train_108_p0304.png,p,180,7310,0.024623803009575923
train_108_p0305.png,p,0,7225,0.0
train_108_p0400.png,p,0,7310,0.0
train_108_p0401.png,p,0,7396,0.0
train_108_p0402.png,p,0,7310,0.0
train_108_p0403.png,p,714,7310,0.09767441860465116
train_108_p0404.png,p,0,7396,0.0
train_108_p0405.png,p,0,7310,0.0
train_108_p0500.png,p,0,7225,0.0
train_108_p0501.png,p,0,7310,0.0
train_108_p0502.png,p,0,7225,0.0
train_108_p0503.png,p,593,7225,0.08207612456747405
train_108_p0504.png,p,0,7310,0.0
train_108_p0505.png,p,0,7225,0.0
train_109_b0000.png,b,0,7225,0.0
train_109_b0001.png,b,0,7225,0.0
